datetime,log_type,item,amount,change_detail,balance_before,balance_after,inventory_after,item_stock_after
2025-06-14 21:24:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 114, ""500"": 86, ""100"": 56, ""50"": 93, ""10"": 77, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-14 23:51:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 115, ""500"": 85, ""100"": 53, ""50"": 92, ""10"": 76, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 3, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 02:47:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 116, ""500"": 84, ""100"": 50, ""50"": 91, ""10"": 74, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 05:03:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 117, ""500"": 83, ""100"": 47, ""50"": 91, ""10"": 70, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 05:20:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 118, ""500"": 82, ""100"": 44, ""50"": 90, ""10"": 70, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 06:12:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 82, ""100"": 44, ""50"": 90, ""10"": 70, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 08:13:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 120, ""500"": 81, ""100"": 40, ""50"": 90, ""10"": 70, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-15 10:58:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 121, ""500"": 80, ""100"": 37, ""50"": 90, ""10"": 68, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 5}"
2025-06-15 13:34:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 122, ""500"": 80, ""100"": 37, ""50"": 90, ""10"": 68, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 5}"
2025-06-15 16:19:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 123, ""500"": 79, ""100"": 34, ""50"": 89, ""10"": 65, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 2, ""Monster"": 5}"
2025-06-15 18:39:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 124, ""500"": 78, ""100"": 31, ""50"": 89, ""10"": 61, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 2, ""Monster"": 5}"
2025-06-15 21:20:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 125, ""500"": 77, ""100"": 28, ""50"": 89, ""10"": 61, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 3, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-15 22:18:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 126, ""500"": 76, ""100"": 25, ""50"": 88, ""10"": 60, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 2, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-15 22:57:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 127, ""500"": 75, ""100"": 22, ""50"": 88, ""10"": 56, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 2, ""Cola"": 4, ""Orange"": 1, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-16 01:14:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 128, ""500"": 74, ""100"": 19, ""50"": 87, ""10"": 53, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 2, ""Cola"": 4, ""Orange"": 1, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-16 04:19:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 129, ""500"": 73, ""100"": 16, ""50"": 86, ""10"": 50, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 2, ""Cola"": 4, ""Orange"": 1, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-16 05:48:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 129, ""500"": 73, ""100"": 17, ""50"": 86, ""10"": 50, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 2, ""Cola"": 4, ""Orange"": 1, ""Cocoa"": 2, ""Monster"": 4}"
2025-06-16 06:44:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-16 09:55:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-16 12:10:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 94, ""50"": 98, ""10"": 96, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-16 14:19:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 91, ""50"": 98, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-06-16 15:39:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 96, ""100"": 88, ""50"": 98, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 4}"
2025-06-16 17:38:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 95, ""100"": 85, ""50"": 98, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-16 19:29:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 94, ""100"": 82, ""50"": 98, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-16 22:22:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 93, ""100"": 78, ""50"": 98, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-16 23:45:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 93, ""100"": 78, ""50"": 98, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-17 00:26:00,deposit,-,500,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 94, ""100"": 78, ""50"": 98, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-17 00:59:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 93, ""100"": 74, ""50"": 98, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-17 01:46:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 92, ""100"": 71, ""50"": 98, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 3}"
2025-06-17 02:45:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 111, ""500"": 91, ""100"": 68, ""50"": 98, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 2}"
2025-06-17 05:12:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 112, ""500"": 90, ""100"": 65, ""50"": 98, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 1}"
2025-06-17 05:30:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 113, ""500"": 89, ""100"": 61, ""50"": 98, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 1}"
2025-06-17 06:26:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 114, ""500"": 88, ""100"": 58, ""50"": 98, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 0}"
2025-06-17 07:00:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 115, ""500"": 87, ""100"": 55, ""50"": 97, ""10"": 86, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 4, ""Monster"": 0}"
2025-06-17 08:01:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 116, ""500"": 86, ""100"": 52, ""50"": 97, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 08:30:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 117, ""500"": 85, ""100"": 49, ""50"": 96, ""10"": 83, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 11:00:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 118, ""500"": 84, ""100"": 45, ""50"": 96, ""10"": 83, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 12:54:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 83, ""100"": 42, ""50"": 96, ""10"": 79, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 16:13:00,deposit,-,500,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 84, ""100"": 42, ""50"": 96, ""10"": 79, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 17:34:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 120, ""500"": 83, ""100"": 39, ""50"": 95, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 2, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 18:04:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 121, ""500"": 82, ""100"": 36, ""50"": 94, ""10"": 77, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 1, ""Cola"": 4, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 0}"
2025-06-17 21:12:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-17 22:58:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-06-18 02:13:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 94, ""50"": 100, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 4}"
2025-06-18 03:48:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 91, ""50"": 100, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-06-18 07:04:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 97, ""100"": 91, ""50"": 100, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-06-18 09:14:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 96, ""100"": 88, ""50"": 99, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-06-18 10:37:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-18 12:13:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-18 14:48:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 94, ""50"": 98, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-18 16:49:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 91, ""50"": 97, ""10"": 97, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 2, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-06-18 17:47:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 96, ""100"": 88, ""50"": 97, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 2, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-06-18 18:34:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 95, ""100"": 85, ""50"": 97, ""10"": 93, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 2, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-18 20:42:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 94, ""100"": 82, ""50"": 96, ""10"": 91, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 2, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-18 20:58:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 93, ""100"": 79, ""50"": 95, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 1, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-18 22:28:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 93, ""100"": 80, ""50"": 95, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 1, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-18 22:45:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 92, ""100"": 76, ""50"": 95, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 1, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-19 01:18:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 91, ""100"": 73, ""50"": 94, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-19 02:14:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 91, ""100"": 73, ""50"": 94, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-19 02:51:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 111, ""500"": 90, ""100"": 70, ""50"": 93, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 5}"
2025-06-19 05:38:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 112, ""500"": 89, ""100"": 67, ""50"": 93, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 4}"
2025-06-19 08:35:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 113, ""500"": 88, ""100"": 64, ""50"": 93, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 3}"
2025-06-19 11:38:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 114, ""500"": 87, ""100"": 61, ""50"": 92, ""10"": 89, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 3, ""Orange"": 5, ""Cocoa"": 3, ""Monster"": 3}"
2025-06-19 12:36:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 115, ""500"": 86, ""100"": 58, ""50"": 92, ""10"": 85, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 3, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 3}"
2025-06-19 15:42:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 116, ""500"": 85, ""100"": 55, ""50"": 92, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 3}"
2025-06-19 18:52:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 117, ""500"": 84, ""100"": 51, ""50"": 92, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 0, ""Cola"": 3, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 3}"
